Year,ID Type,Primary Concentration,Secondary Concentration,Language,Secondary Languages,Programming Experience,Coding Frequency,Programming Comfort,Design Comfort,Computer Types,Operating Systems 1,Operating Systems 2,Operating Systems 3,Operating Systems 4,Gender,Age,State,Country,Combined Address
2013,Harvard College,CS,Psychology,C,"Java, HTML / CSS, Ruby",1 to 3 years,Two or more times per month,3,2,Laptop,Mac OS, Linux / Unix,,,Male,18 to 24,,,"White Plains, NY
USA"
2013,Harvard College,Computer Science,The Mathematical Sciences,C,"C++, Java, JavaScript, HTML / CSS, Python",1 to 3 years,Two or more times per month,5,3,Laptop,Windows 7,,,,Male,18 to 24,,,"Kisii, Kenya"
2013,DCE,ALM in ISM,None,PHP,"C, C++, Java, JavaScript, HTML / CSS, PHP, Python, SQL",Over 3 years,Once per month,5,2,"Desktop, Laptop",Windows 8, Mac OS,,,Male,45 to 64,,,"Belmont, MA"
2013,DCE,Software Engineering,-,Ruby,"Java, JavaScript, HTML / CSS, PHP, Python, Ruby, SQL",Over 3 years,Daily,5,5,Laptop,Mac OS,,,,Male,18 to 24,,,"Montreal, Qc, Canada"
2013,Harvard College,Biomedical Engineering,Computer Science,PHP,"C, JavaScript, PHP, Python, SQL",1 to 3 years,Two or more times per month,3,2,Laptop,Mac OS,,,,Male,18 to 24,,,"Lorton, VA, USA"
2013,Harvard College,Aeronautics & Astronautics,Systems Engineering,Java,"BASIC, C, HTML / CSS, Perl, VB / VBScript",1 to 3 years,Weekly,4,2,Laptop,Windows 7, Mac OS,,,Male,25 to 44,,,"Boston, MA"
2013,DCE,"ALM - IT, Software Engineering",none so far,HTML / CSS,"JavaScript, PHP",Over 3 years,Once per month,4,4,"Desktop, Laptop",Windows 8, Mac OS,,,Male,25 to 44,,,"My home base is in Arlington, Virginia."
2013,Harvard College,VES,computer science,C,"C, HTML / CSS, PHP, SQL",Less than 6 months,Once per month,1,4,Laptop,Mac OS, Linux / Unix,,,Male,18 to 24,,,"Rancho Palos Verdes, CA USA"
2013,Harvard College,Electrical Engineering,Computer Science,JavaScript,"C, Java, JavaScript, HTML / CSS",Less than 6 months,Weekly,3,4,Laptop,Windows 8, Mac OS,,,Male,18 to 24,,,"Freeport, ME, USA"
2013,Harvard College,Public Policy,Political and Economic Development,C++,None,Less than 6 months,Less than once per month,1,3,Laptop,Mac OS,,,,Female,25 to 44,,,"Mumbai, Maharashtra, India."
2013,DCE,"Information Technology, Information management systems",None,Java,"HTML / CSS, Perl, SQL",1 to 3 years,Weekly,4,2,"Desktop, Laptop",Windows 7, Mac OS, Linux / Unix,,Male,25 to 44,,,"Somersworth, NH  United States"
2013,DCE,Computer Science,none,Java,HTML / CSS,1 to 3 years,Once per month,3,5,Laptop,Mac OS,,,,Female,25 to 44,,,"Ashburnham, MA USA"
2013,Harvard College,Computer Science,I like how this is a mandatory question :P,C,"Java, OCaml!",1 to 3 years,Two or more times per month,4,1,Laptop,Windows 7,,,,Female,18 to 24,,,"Chicago, IL USA"
2013,DCE,Computer Information Management Systems,None,HTML / CSS,"JavaScript, HTML / CSS, SQL",Less than 6 months,Less than once per month,2,4,Laptop,Windows 7,,,,Male,25 to 44,,,"Plano, TX 75023, United States"
2013,DCE,Computer Science,Media Arts,Python,"C++, Java, JavaScript, HTML / CSS, Perl, Python, SQL",Over 3 years,Daily,5,4,"Desktop, Laptop",Mac OS,,,,Male,,,,I currently live in San Francisco California.
2013,Harvard College,Classics,Computer Science,C,"C, JavaScript, HTML / CSS, PHP, SQL",Less than 6 months,Weekly,4,4,Laptop,Mac OS,,,,Female,18 to 24,,,"It is in Boxborough, Massachusetts (USA). Zip code 01719."
2013,DCE,Biology,Design,BASIC,HTML / CSS,Less than 6 months,Less than once per month,1,5,Laptop,Mac OS,,,,Female,25 to 44,,,"Boston, but I will be traveling extensively to Japan, Paris, and London this semester."
2013,Harvard College,Engineering Sciences SB,None,BASIC,"HTML / CSS, Perl, Kornshell",1 to 3 years,Once per month,2,2,"Desktop, Laptop",Windows 7,,,,Male,18 to 24,,,"Hammonton, New Jersey. US"
2013,Harvard College,Computer Science,Sociology,C,"C#, Java, JavaScript, HTML / CSS, PHP, Python, SQL",1 to 3 years,Weekly,3,4,Laptop,Mac OS,,,,Female,18 to 24,,,"Atlanta, GA"
